id,subset,start_sec,end_sec,duration_sec,transcript_raw,source,audio_url
10314-151,train-ut,938.350,942.100,3.750,이거 안메운 고치라부난 어떵도 아녜어,elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-152,train-ut,944.440,946.880,2.440,아까웁주게,elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-153,train-ut,951.080,960.680,9.600,이건 안실룹다 음? 넹장고에 논 거 아니 밖에 놓아 난 거 게난 어제 야인 어제가 기지게 야이 먹을 떼부떠 밖에 노앙 내분 거,elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-154,train-ut,961.490,964.540,3.050,아 겅허난 잘 익은 건게 ㅎ.썰 익어셰 음,elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-155,train-ut,965.140,974.640,9.500,맛 들언 원레 수믈 네 시간은 밖에 놨당 그- 노렝 허는디 저 우리 아이덜은 기냥 직접 놔불젠 ### 안에이 그,elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-156,train-ut,975.530,982.880,7.350,하영 담으는 것두 밖에 노아근엥아 거 숙성을 쫌 되믄 들여 노렌 헤주 게난 수물 네 시간 밖에 노렝을 헤어,elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-157,train-ut,984.120,994.300,10.180,견디 난 게두 먹을 만은 허네이 거이 일 년 먹는 거 떼문에 모냥다가리는 겅헤도 경허멍 무시거 뭘 아니앗앙 와부난 아이주젠 그냥 나가 안골아시민 기냥 #지만 그자 아니 막 모냥다가리가 영 앗엉 오젠 허난 안줄 거-,elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-158,train-ut,994.300,996.940,2.640,그자 혼복덜게 거- 안줄 거민 잇젠을 ㄱ.ㄹ아,elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-159,train-ut,998.370,1001.020,2.650,아성 오젠 허단에 이 모냥다가리가 기냥,elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-160,train-ut,1002.470,1007.810,5.340,모냥다가릿소리 허지 말아 경 안헤도 지만 잘 나고 니만 못 낫젠,elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-161,train-ut,1008.440,1014.820,6.380,골암서 겐디야 난 이 큼직헌 거보단 이게 더 나시- 낫우다 응 먹으는 건 이 존존 헌 것가 맛 좋은다게 이거 저기 영이,elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-162,train-ut,1017.470,1019.630,2.160,몇 사름을 아서 와시믄야 감저가야,elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-163,train-ut,1021.140,1025.070,3.930,우리 ㄸ.ㄹ 산 거 앗엉 온 거 또,elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-164,train-ut,1026.060,1029.600,3.540,저디 000 어멍 000 네 사룸,elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-165,train-ut,1031.910,1034.760,2.850,000 아방은 어떵 헴뎅,elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-166,train-ut,1035.280,1040.530,5.250,막 또 아팟젠 헵디다 난 다덜 죽은다 죽은다 ㅎ.는 소리 허더라,elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-167,train-ut,1041.250,1047.750,6.500,아이 아- 이제 또 막 아팟젠 암 이엔 저 페암 이엔 페암 이엔 ㄱ.ㄹ지 아녯우꽈게 경 헤부난게,elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-168,train-ut,1052.820,1058.160,5.340,인제 다시 올 떼 어느 떼 올 것구 쳥 먹게 니 올,elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-169,train-ut,1059.900,1062.270,2.370,무시거마씀 이제 갓다근에 또 언제 올 것고,elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-170,train-ut,1063.730,1066.550,2.820,몰르쿠다 인제는 못 오큰게 애이,elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-171,train-ut,1067.280,1069.740,2.460,하하하 떠나기 전ㄲ.장은 삼춘덜,elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-172,train-ut,1071.090,1076.590,5.500,하하하 아직 멀어신디 혼 메칠 음,elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-173,train-ut,1077.170,1080.000,2.830,그 멫일똥안은 이덜두 이제 허- 저 무시거고,elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-174,train-ut,1080.580,1084.550,3.970,팔일인가 구일인가 팔일인가 게난 녹음 ㅎ.ㄹ수 이신 건 녹음 다 헤어근엥에,elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-175,train-ut,1085.660,1090.240,4.580,막 궤릅히어 우리를 그- 경 계획을 헷우게,elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-176,train-ut,1090.940,1094.890,3.950,계획을 음 허난,elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-177,train-ut,1095.880,1105.940,10.060,심들어도 ㅎ.썰만 ㅊ.ㅁ아줍서야 아까 감저옌 헌 건이 이추룩도 고망 똘라 지엇덴 헌 건 이추룩 된 거라 머가 땅에서 막 머가 홍파 먹어근엥아 이제 게난,elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-178,train-ut,1105.940,1111.200,5.260,게난 굼벵이 굼벵이 쿰벵이 이레 저레 설핀거주 영 궂인 거가 곤 거가,elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-179,train-ut,1112.760,1123.060,10.300,굼벵이믄 어떵 셍긴 거꽈 땅에 막 무신 벌레 닮은 거 #이런 땅 쏘곱에서만 살면서 이걸 이런 것덜이 먹으면서 사는 거 이거이 저 ㅇㅇㅇ네 이 밧딘야 굼벵이 잘 어,elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-180,train-ut,1123.060,1133.140,10.080,잘 먹는 딘 셍입데다 그딘 메헤마다야 가이 간 거 보민 여 굼벵이가 튿어 먹어 워낙 이거 멭 헤고게 저디게 그 구석에만 놧닥 놧닥 헤부난에 경 헴 응,elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-181,train-ut,1133.140,1137.130,3.990,헴 이어 응 그디가 그 경운기 못 들어가는 데라부난 고구마나 놓주 어떵 헤어 어,elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-182,train-ut,1138.110,1141.000,2.890,거난 놧닥 놧닥 헌디 아무것두야,elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-183,train-ut,1141.660,1145.330,3.670,기냥 헤 난 디만 계속 허민이 안좋아 바까치기 허지 안헤민,elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-184,train-ut,1145.980,1148.970,2.990,모든 식물이 똑같에,elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-185,test-id,1155.790,1157.960,2.170,언치냑 우리 어멍이영,elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-186,train-ut,1159.310,1169.400,10.090,꿈에 이 #양반이 전화 헷뎅 허는디 # 꿈 인 중 알암디아 아 전화 헤언 아유 촘말로 보구장 헤넨 꿈 꿧우다 어 어멍이영 통화 헤서,elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-187,train-ut,1169.400,1171.440,2.040,헤서 게난 어제 통화 헤신디 응,elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-188,train-ut,1173.260,1177.840,4.580,인셍 처음으로 저 헨드폰 써근엥에,elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-189,train-ut,1178.380,1184.440,6.060,영상통화로 헷우다 응 응 이 얼굴 보멍 응 무사 겅헷어 자꾸 허주게 아니,elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-190,train-ut,1185.840,1188.120,2.280,요 저,elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-191,train-ut,1188.870,1192.560,3.690,우리 독일 헤외동포들은야 이세- 그,elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-192,train-ut,1194.620,1198.540,3.920,일 년에 ㅎ.ㄴ 번썩 처- 옆집 저-,elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-193,train-ut,1199.500,1203.340,3.840,개가야 저 000네 집이 갠야 울따리루야,elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-194,train-ut,1203.860,1214.000,10.140,영 올라 간 대가리 그 담 웃터레로 그디 무신 이거 통 이신- 신 거 멋사신디 게난 대가리만 영 헤놩 기양 영 허난에 저거 웨어 가민 이 집이 아이덜 #헌디 그디 이디,elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-195,train-ut,1214.000,1216.280,2.280,#헌디 #### 이디 그디 왜곡 이 영 요 집이영 기냥,elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-196,train-ut,1217.570,1220.860,3.290,막 데가리 쭈짝 내 물아 놩 경 왜어 거나네,elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-197,train-ut,1221.940,1224.090,2.150,인제 그,elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-198,train-ut,1225.020,1228.380,3.360,우리는 인제 일년에 ㅎ.ㄴ 번썩 그 송년회렌 허는디,elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-199,train-ut,1228.990,1231.680,2.690,"그 막년회 ㄱ.뜬 거우다 그냥 그, 잔치",elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-200,train-ut,1232.410,1235.880,3.470,"어 게난 그디서 복권을 허는디야,",elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-201,train-ut,1236.530,1239.090,2.560,우리 어멍 비헹기표 탓젠 음 어,elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-202,train-ut,1239.910,1242.550,2.640,어디 가는 비영게 한국 재주도 아 ㅊ.ㅁ 한국에 아,elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-203,train-ut,1244.180,1249.960,5.780,왕복권 아 아호- 아 왕복권 어 돈 벌어신게 어 어이고 겅 경 비싼 걸 그냥 복권,elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-204,train-ut,1250.750,1260.780,10.030,"인제 게난 육지에서는이 제쥐도 오는, 오지 못 헹 허는 사름이 막 야게 다 ㅂ.따 ㅎ.ㄴ 번도 구경 못 헌 사름 천지라 제주도나 ㅎ.ㄴ 번 구경 헤",elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-205,train-ut,1260.780,1264.240,3.460,헤 바시민 허는 사름 막 이신덴 헤라 야게 ㅂ.뜬 게 뮈신 뮈신,elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-206,train-ut,1264.840,1269.610,4.770,막 목 꼬아젼 막 기냥 경 허구장 허덴 말이꽈 아니,elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-207,train-ut,1271.310,1273.610,2.300,자기가 가고 싶은 딜 못 간 사람,elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-208,train-ut,1274.210,1277.230,3.020,그 야개 ㅂ.뜬 거 애가 달아 애가 단다는 거 허는 아,elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-209,train-ut,1278.320,1281.410,3.090,아이고 난 가고 싶은디 우린 ㅎ.ㄴ 번도 못 가고,elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-210,train-ut,1282.200,1285.830,3.630,경헤난 그런 떼 쓰는 말이야 복 바- 복 받은 제주도옌 ㄱ.느녜,elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-211,train-ut,1286.770,1294.430,7.660,허나네 게안 먹엄ㅅ저이 난야 이 앗엉 오젠 영 담젠 허단야,elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-212,train-ut,1294.980,1301.540,6.560,원 모냥다가리가 멩뜰락허게 곱지 아니헨게도 머- 먹을 만- 맛 좋음은 헤어 굳진 아녀 아니 이거는 거죽은 벳기는,elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-213,train-ut,1302.060,1312.060,10.000,거라부난 어짜피 꺼죽 벳겨근에 먹는 거난 그 안네 이신 게 중요 헵주 허허허 게나 원레 이거 고죽 안벢여 먹는 거라 아 기꽈 꼽닥헌 건 꼽닥헌,elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-214,train-ut,1312.060,1317.600,5.540,꼽닥헌 건이 껍데기가 영냥가가 막 잇니 거렌 이 껍데기가 몸에 좋뎅 헴시에 게나 뻘겅헌 감저도 맛 좋으녜이 뻘건 것두,elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-215,train-ut,1319.900,1324.350,4.450,신기 헤우다 음 완전 신기헤어 기냥 다 찍어지키어 하하하,elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-216,test-id,1325.240,1328.270,3.030,요세 그 저 무시것도 바바 과일 그 무시거냐,elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-217,train-ut,1330.080,1337.250,7.170,도랑도랑 돌아지는 거 에고 어젠 여섯 시 내 고향에 나와신디야 어디 육지에이 기냥,elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-218,train-ut,1337.760,1348.080,10.320,오이구 방울 토마토고 기냥 막 줄이 그 비만 메날 왔다가 말았다가 헤부난야 병 들언에야 곰팡이 #피난 또 저,elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-219,train-ut,1348.080,1359.110,11.030,저 무시거 저 꽂감 꽂감 헤엉 깎안 막 돌아멘 디두야 음 일기가 안좋아그넹아 헤부난 막 곰펭이 다 피언 막 헤십디다 음 꽂깜은,elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-220,train-ut,1359.890,1370.010,10.120,올리 꽂깜은 구십 프로가 망헷젠 헤신디 망헷덴 겅헌디 막 ㅅ- 메 그거만 기가까 감귤은 어떵 막 썩언에 감귤두 다 썩어셰 감귤도 이젠 치와줄 사람이 이시민 좋뎅 응 응,elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-221,train-ut,1370.010,1378.810,8.800,좋뎅 헴ㅅ젱 헴셰 치와만 가주민 돈이랑 주고 아주 치왁- 치와만 #주난 땅에이 썩으멍 다 털어지고이 음 말두 못 헤어,elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-222,train-ut,1379.690,1386.360,6.670,우리 집 노레자랑 헌 사름 보니깐 육지서 응 밀감 따레 이디 돈 벌레 아,elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-223,train-ut,1387.820,1396.040,8.220,놉 엇어부난 놉 엇어- 아니 헤헤마다 우리 집이 그 멩지장시덜 이실 떼두야 해해마다 옵디다 게난 무사 놉 엇어,elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-224,train-ut,1396.660,1407.250,10.590,엇어 다이 에- 놉 일 허레 뎅겨난 다른 데 젊은 아이들 다른 데 헴셰 그러는 힘든 거 아니헐려고 저 일 허레 뎅겨난 사름 이제 당근 케는 디두 사름 엇일 거우다게 겐디야 쩌 미깡 타는,elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-225,train-ut,1407.250,1411.060,3.810,타는 거는 경 힘들지두 아녑데다 음 타 낫나 에,elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-226,test-id,1412.770,1421.030,8.260,경 헤도 사람이 엇엉이 기냥 돈두 비싼덴 헤라 미깡 타는 거 아 그건 경 헵주만은 막 막 멕이는 것두 잘 헹 멕이구 막 얼마꽈 칠만 원인가?,elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-227,train-ut,1421.630,1429.870,8.240,팔만 원 인가? 경 좀 된다 어 작년에 육만 원 헤신디 올린 칠만 원 어이구야 겐디 ㅅ- 경 헤어두 사름이 엇인덴 안 더- 안먹어 그만 먹어라 이디 거,elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-228,train-ut,1430.720,1432.760,2.040,아이 들읍서 #게믄 벢영 먹으라게 안먹을 거꽈?,elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-229,train-ut,1433.300,1437.100,3.800,에 벳겨 주는 거 먹어사주 다 벳경 먹어불어,elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-230,test-id,1440.050,1442.610,2.560,겅 허난 나가 베 곺은 셍이어,elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-231,train-ut,1443.520,1446.350,2.830,고구마 이만이 먹어지는 거 보난 나,elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-232,train-ut,1447.750,1452.450,4.700,요번 주 일요일에 저 미깡 밧디 간,elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-233,train-ut,1453.660,1455.920,2.260,미깡 밧디 간 그 무시거 허켄 헷우다,elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-234,train-ut,1457.490,1462.610,5.120,저 요디 저 귤 주문 헌 데 음 그 다 먹읍데가? #무시거 귤? 어,elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-235,train-ut,1463.290,1468.430,5.140,다 먹언 거자 먹언 ㄷ.ㄹ아 그냥 이딧거보단 ㄷ.ㄹ아 ㄷ.ㄹ아,elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-236,train-ut,1469.190,1471.610,2.420,ㄷ.ㄹ아 헷갈두 빨강허구 음,elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-237,train-ut,1472.650,1475.550,2.900,껍데기가 벳기민이 잘 벳겨져,elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-238,train-ut,1476.380,1481.930,5.550,ㄸ.ㄴ 집보당은야 따는 딧거보단은 ㄷ.ㄹ아라게 게난 겐디 ㄸ.ㄴ 집보단은,elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-239,train-ut,1482.490,1492.820,10.330,더 오레 응 오레 가- 오레 잇어둠- 그거 오레 숙성 시킨 거 아니 숙성을 잘 안 시켜 아니 무시거꼬 저 선과장에 아니 가난 거야 게난 그 집은야 숙성을,elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-240,train-ut,1492.820,1497.370,4.550,숙성을 잘 안시키곡야 낭에 ㄷ.ㄹ아졍 그 네비둡데다 음 음,elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-241,train-ut,1497.900,1503.440,5.540,저 나무에서 오레 그야 선과장에 가근에 막 기계가 막 돌려난 건 잘 썩은덴 헵수께 음,elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-242,train-ut,1505.340,1512.570,7.230,음 그디도 선과장 가근에 신촌에서 언제나 최고로 나온덴 음 응 선과장에 가난 건 잘 썩어,elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-243,train-ut,1513.540,1519.220,5.680,아니 아메도 거 ㅎ.썰 탁탁 탁탁 헤엉 기계로 ㅎ.꼼 영 두들어- 건드러 부니깐 헴주 응 막 그 건드러부난게 충격 받아,elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-244,train-ut,1521.230,1523.440,2.210,겅허난 막,elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-245,train-ut,1525.130,1528.200,3.070,저 막 잘 어,elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-246,train-ut,1528.750,1531.860,3.110,다루는 거 미깡을 강오에 담아도,elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-247,train-ut,1532.390,1538.880,6.490,막 저 멩심- 멩심허멍 담고 에 올린 미깡 간 사름도 돈 못 벌엇젠 헤라 막 썩어 부난이,elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-248,train-ut,1539.390,1549.410,10.020,이제 누게 다 가부민 좋덴 헴ㅅ젱 헴셰게 기냥 달달 달달 사 가는 사름도 엇구야 무사 이젠 미깡 먹엇단 사름 다 어떵 가빗우꽈? 너무 많이 풍년 지어부난 에,elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-249,train-ut,1550.640,1552.720,2.080,타도 타도 타도 타도 경 하뎅,elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-250,train-ut,1553.740,1563.650,9.910,미깡이 너무야 많이 ㅇ..ㄹ아부난 모든 거 하민 경헤어 우리 마농은 어떵 무시건 어떵게 하민 기냥 아니앗아가젱 기냥 난리 아니가,elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-251,train-ut,1564.320,1568.380,4.060,아무긋두 하민 헐헤어 게난 단협 ㄱ.뜬 디가 좋은 거렝 허나,elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-252,train-ut,1569.520,1575.060,5.540,하구 적구 무조건을 받아야 되난 신청ㅎ.ㄴ 거는 다 신청헌 거 신청헌 건 받아줘 게나 젤,elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-253,train-ut,1575.690,1583.200,7.510,나골아 무사 이 000들은 나골아 허지 말앙 받아 들영 지가 자꾸 겐디 여 난 #말뎅 무시걸 지가 자꾸 지가 다 앗아 가크메,elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-254,train-ut,1584.440,1594.510,10.070,지 앗아 가는 건 게민 어떵 허지 말렝 경허다근엥에 풍년 지어근엥에 아니앗아가키어 허민 어떵 헤어 그떼사 저 단협에 가질 것가 머 헐 것가 조하- 조합에 헤지 말아근에 자인티 주렌 음,elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-255,train-ut,1594.510,1599.580,5.070,주렌 음 치 경헨 난 절데로 안된뎅,elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-256,train-ut,1600.310,1604.010,3.700,우리 조합원인디 우리가 단협에 아녀민 누게가 허느녠 경 골아빗주 거나 말이주게,elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-257,train-ut,1608.880,1619.110,10.230,가인 지 돈 벌어먹으는 아이난게 가이는 경허는 아이라 돈 벌 떼면은 막 기냥 허고 지 돈 벌젠 허난 거 이 ## 응 아니헐 뗀 기냥 ㅍ.ㄹ렝 헌 소리도 엇어 시지부지 헌 게,elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-258,train-ut,1619.110,1629.280,10.170,"게 그 허당 #묽어부난 헷당 경헌 아이덜이 #그디 잇인디 가이야 서- 미깡, 아니 저 무시거 이 설탕인가 무시거 헤당 놧다근엥아 막 지 물건",elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-259,train-ut,1629.280,1635.470,6.190,물건 주는 사름안띠 막 날른덴 ㄱ.ㅂ데다 음 나도 하난 받아낫어 옛날에 엉- 삼 키로 짜리 ? 음,elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-260,train-ut,1636.010,1640.360,4.350,음 게난 경 골아라 이거 아무라두 주는 거 아니우뎅 거난,elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-261,train-ut,1642.530,1648.040,5.510,경헹 막 ㄴ.ㄹ룬덴 ㄱ.ㅂ데다게 이추룩 헤근에 게나이 에- 엣날 젠젠 헌 거 헐 떼는 젠젠헌 건 주어낫주만은게,elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-262,train-ut,1649.300,1659.640,10.340,게 쏠 헤두 다 농협에 받아부난 양념 이건 짜지 아녕 헤구 헤부난야 다른 반찬 짖엉 먹을 떼 놔두 되어 짐치 먹어,elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-263,train-ut,1659.640,1662.430,2.790,먹어 나민 남은 거 맛 잘두 좋으우다,elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
10314-264,train-ut,1664.390,1667.160,2.770,너미 짜지도 아녀고 음 요자기 입에두 안된게만은,elar,https://www.elararchive.org/uncategorized/SO_518b67d0-9788-4394-b15e-a9846b776f54/
